Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
31,31,5,6,26,26,5,Train/5/00005_00003_00011.png
31,31,5,6,26,26,5,Train/5/00005_00003_00012.png
32,33,5,6,27,27,5,Train/5/00005_00003_00013.png
33,33,5,6,28,28,5,Train/5/00005_00003_00014.png
34,34,5,6,29,29,5,Train/5/00005_00003_00015.png
36,35,6,6,31,30,5,Train/5/00005_00003_00016.png
36,36,6,6,31,30,5,Train/5/00005_00003_00017.png
37,36,6,6,32,31,5,Train/5/00005_00003_00018.png
38,37,6,6,33,32,5,Train/5/00005_00003_00019.png
39,39,6,6,34,33,5,Train/5/00005_00003_00020.png
41,41,6,6,36,36,5,Train/5/00005_00003_00021.png
42,41,6,5,37,36,5,Train/5/00005_00003_00022.png
43,44,6,6,38,39,5,Train/5/00005_00003_00023.png
45,46,6,6,39,40,5,Train/5/00005_00003_00024.png
45,45,6,5,40,40,5,Train/5/00005_00003_00025.png
47,47,5,5,41,42,5,Train/5/00005_00003_00026.png
48,49,5,5,43,44,5,Train/5/00005_00003_00027.png
50,51,6,6,45,46,5,Train/5/00005_00003_00028.png
52,54,5,6,47,49,5,Train/5/00005_00003_00029.png
26,28,5,6,20,22,5,Train/5/00005_00004_00000.png
26,28,5,6,21,23,5,Train/5/00005_00004_00001.png
27,27,6,6,22,22,5,Train/5/00005_00004_00002.png
27,26,6,5,22,21,5,Train/5/00005_00004_00003.png
27,27,6,5,22,21,5,Train/5/00005_00004_00004.png
28,29,6,6,23,23,5,Train/5/00005_00004_00005.png
30,30,6,5,25,25,5,Train/5/00005_00004_00006.png
31,31,6,5,26,26,5,Train/5/00005_00004_00007.png
32,33,6,6,27,28,5,Train/5/00005_00004_00008.png
32,33,5,5,27,27,5,Train/5/00005_00004_00009.png
33,35,5,6,28,30,5,Train/5/00005_00004_00010.png
34,37,5,6,29,32,5,Train/5/00005_00004_00011.png
35,38,5,6,29,32,5,Train/5/00005_00004_00012.png
35,38,5,6,30,33,5,Train/5/00005_00004_00013.png
35,38,5,5,30,32,5,Train/5/00005_00004_00014.png
37,39,5,6,31,34,5,Train/5/00005_00004_00015.png
37,39,5,5,32,34,5,Train/5/00005_00004_00016.png
39,42,5,6,34,37,5,Train/5/00005_00004_00017.png
40,43,5,6,35,38,5,Train/5/00005_00004_00018.png
42,44,5,5,37,39,5,Train/5/00005_00004_00019.png
45,46,6,5,40,41,5,Train/5/00005_00004_00020.png
48,49,6,5,43,44,5,Train/5/00005_00004_00021.png
50,51,6,5,45,46,5,Train/5/00005_00004_00022.png
52,54,6,6,47,49,5,Train/5/00005_00004_00023.png
54,58,5,6,49,52,5,Train/5/00005_00004_00024.png
60,62,6,6,54,57,5,Train/5/00005_00004_00025.png
64,69,6,6,59,63,5,Train/5/00005_00004_00026.png
71,76,6,6,65,69,5,Train/5/00005_00004_00027.png
75,81,7,7,69,74,5,Train/5/00005_00004_00028.png
86,93,7,8,79,85,5,Train/5/00005_00004_00029.png
26,25,5,5,21,20,5,Train/5/00005_00005_00000.png
27,26,6,5,22,20,5,Train/5/00005_00005_00001.png
29,27,6,5,24,22,5,Train/5/00005_00005_00002.png
29,28,6,6,24,23,5,Train/5/00005_00005_00003.png
30,28,6,5,24,22,5,Train/5/00005_00005_00004.png
29,28,5,5,24,23,5,Train/5/00005_00005_00005.png
31,30,6,6,25,24,5,Train/5/00005_00005_00006.png
31,30,6,6,26,25,5,Train/5/00005_00005_00007.png
30,30,5,5,25,25,5,Train/5/00005_00005_00008.png
31,32,6,6,26,27,5,Train/5/00005_00005_00009.png
33,33,6,6,27,28,5,Train/5/00005_00005_00010.png
32,33,5,6,26,28,5,Train/5/00005_00005_00011.png
34,33,6,5,29,28,5,Train/5/00005_00005_00012.png
33,33,6,5,28,28,5,Train/5/00005_00005_00013.png
33,35,5,6,28,30,5,Train/5/00005_00005_00014.png
35,36,6,6,30,31,5,Train/5/00005_00005_00015.png
35,36,5,5,29,30,5,Train/5/00005_00005_00016.png
36,37,5,5,31,32,5,Train/5/00005_00005_00017.png
38,39,6,6,33,34,5,Train/5/00005_00005_00018.png
39,39,6,5,34,34,5,Train/5/00005_00005_00019.png
40,41,6,6,35,36,5,Train/5/00005_00005_00020.png
40,43,6,6,35,38,5,Train/5/00005_00005_00021.png
41,44,6,6,36,39,5,Train/5/00005_00005_00022.png
41,45,5,6,35,39,5,Train/5/00005_00005_00023.png
41,44,5,5,36,39,5,Train/5/00005_00005_00024.png
43,48,5,6,38,42,5,Train/5/00005_00005_00025.png
45,48,5,5,39,42,5,Train/5/00005_00005_00026.png
47,50,6,6,42,45,5,Train/5/00005_00005_00027.png
48,50,6,5,43,45,5,Train/5/00005_00005_00028.png
50,53,5,5,45,48,5,Train/5/00005_00005_00029.png
30,31,5,5,25,26,5,Train/5/00005_00006_00000.png
32,32,6,5,27,27,5,Train/5/00005_00006_00001.png
31,32,5,5,26,27,5,Train/5/00005_00006_00002.png
32,32,6,5,27,27,5,Train/5/00005_00006_00003.png
32,33,5,6,27,28,5,Train/5/00005_00006_00004.png
35,34,6,5,30,29,5,Train/5/00005_00006_00005.png
34,35,5,6,29,30,5,Train/5/00005_00006_00006.png
38,37,6,5,33,32,5,Train/5/00005_00006_00007.png
38,37,6,5,33,32,5,Train/5/00005_00006_00008.png
38,38,5,5,33,33,5,Train/5/00005_00006_00009.png
40,40,6,6,35,35,5,Train/5/00005_00006_00010.png
41,41,6,6,36,36,5,Train/5/00005_00006_00011.png
43,42,6,5,38,37,5,Train/5/00005_00006_00012.png
42,42,5,5,37,37,5,Train/5/00005_00006_00013.png
45,44,6,5,40,39,5,Train/5/00005_00006_00014.png
44,45,5,6,39,40,5,Train/5/00005_00006_00015.png
48,48,5,5,43,43,5,Train/5/00005_00006_00016.png
50,50,5,5,45,45,5,Train/5/00005_00006_00017.png
53,52,6,5,48,47,5,Train/5/00005_00006_00018.png
53,54,5,6,48,49,5,Train/5/00005_00006_00019.png
55,55,5,5,50,50,5,Train/5/00005_00006_00020.png
58,59,5,6,53,54,5,Train/5/00005_00006_00021.png
64,64,6,6,59,59,5,Train/5/00005_00006_00022.png
69,68,7,6,63,62,5,Train/5/00005_00006_00023.png
71,71,6,6,65,65,5,Train/5/00005_00006_00024.png
83,84,7,7,76,77,5,Train/5/00005_00006_00025.png
92,94,9,9,84,86,5,Train/5/00005_00006_00026.png
99,105,8,10,91,96,5,Train/5/00005_00006_00027.png
108,117,9,11,99,107,5,Train/5/00005_00006_00028.png
124,135,11,12,114,124,5,Train/5/00005_00006_00029.png
31,31,6,6,26,26,5,Train/5/00005_00007_00000.png
31,31,6,5,26,25,5,Train/5/00005_00007_00001.png
32,31,6,5,26,25,5,Train/5/00005_00007_00002.png
30,31,5,5,25,25,5,Train/5/00005_00007_00003.png
31,31,5,5,25,25,5,Train/5/00005_00007_00004.png
32,31,6,5,27,26,5,Train/5/00005_00007_00005.png
32,32,5,5,26,26,5,Train/5/00005_00007_00006.png
32,33,5,6,27,28,5,Train/5/00005_00007_00007.png
34,34,6,6,28,28,5,Train/5/00005_00007_00008.png
34,33,6,5,29,28,5,Train/5/00005_00007_00009.png
36,36,5,5,31,31,5,Train/5/00005_00007_00010.png
36,36,5,5,31,31,5,Train/5/00005_00007_00011.png
38,38,6,6,33,33,5,Train/5/00005_00007_00012.png
39,39,6,6,34,34,5,Train/5/00005_00007_00013.png
38,39,5,6,33,34,5,Train/5/00005_00007_00014.png
41,41,6,6,36,36,5,Train/5/00005_00007_00015.png
41,41,6,6,36,36,5,Train/5/00005_00007_00016.png
42,41,6,5,37,36,5,Train/5/00005_00007_00017.png
42,42,5,5,37,37,5,Train/5/00005_00007_00018.png
44,45,6,5,39,40,5,Train/5/00005_00007_00019.png
44,47,5,6,39,42,5,Train/5/00005_00007_00020.png
46,49,5,6,41,44,5,Train/5/00005_00007_00021.png
49,51,6,6,44,46,5,Train/5/00005_00007_00022.png
51,53,6,6,46,48,5,Train/5/00005_00007_00023.png
52,55,5,6,47,50,5,Train/5/00005_00007_00024.png
54,56,5,5,49,51,5,Train/5/00005_00007_00025.png
57,59,6,6,52,54,5,Train/5/00005_00007_00026.png
59,61,6,5,54,56,5,Train/5/00005_00007_00027.png
60,64,5,5,55,59,5,Train/5/00005_00007_00028.png
63,69,5,6,58,63,5,Train/5/00005_00007_00029.png
29,30,5,6,24,25,5,Train/5/00005_00008_00000.png
30,30,6,6,25,25,5,Train/5/00005_00008_00001.png
29,29,5,5,24,24,5,Train/5/00005_00008_00002.png
30,31,5,6,25,26,5,Train/5/00005_00008_00003.png
32,32,5,5,27,27,5,Train/5/00005_00008_00004.png
33,32,6,5,28,27,5,Train/5/00005_00008_00005.png
33,34,5,6,28,29,5,Train/5/00005_00008_00006.png
35,35,6,6,30,30,5,Train/5/00005_00008_00007.png
36,36,6,6,31,31,5,Train/5/00005_00008_00008.png
36,35,6,5,31,30,5,Train/5/00005_00008_00009.png
36,36,5,5,31,31,5,Train/5/00005_00008_00010.png
38,38,5,5,33,33,5,Train/5/00005_00008_00011.png
40,41,5,6,35,36,5,Train/5/00005_00008_00012.png
41,41,5,5,36,36,5,Train/5/00005_00008_00013.png
42,41,6,5,37,36,5,Train/5/00005_00008_00014.png
43,44,5,6,38,39,5,Train/5/00005_00008_00015.png
46,46,6,6,41,41,5,Train/5/00005_00008_00016.png
48,48,6,6,43,43,5,Train/5/00005_00008_00017.png
50,49,6,5,45,44,5,Train/5/00005_00008_00018.png
54,53,6,5,49,48,5,Train/5/00005_00008_00019.png
56,55,6,5,51,50,5,Train/5/00005_00008_00020.png
59,58,6,5,54,53,5,Train/5/00005_00008_00021.png
62,62,6,6,57,57,5,Train/5/00005_00008_00022.png
64,64,5,5,59,59,5,Train/5/00005_00008_00023.png
70,70,7,7,64,64,5,Train/5/00005_00008_00024.png
74,73,7,6,68,67,5,Train/5/00005_00008_00025.png
82,82,7,7,75,75,5,Train/5/00005_00008_00026.png
98,100,8,9,90,92,5,Train/5/00005_00008_00027.png
108,112,9,10,99,103,5,Train/5/00005_00008_00028.png
120,130,4,11,109,119,5,Train/5/00005_00008_00029.png
31,30,6,5,26,25,5,Train/5/00005_00009_00000.png
30,30,5,5,25,25,5,Train/5/00005_00009_00001.png
32,32,6,6,27,27,5,Train/5/00005_00009_00002.png
33,32,6,5,28,27,5,Train/5/00005_00009_00003.png
32,32,5,5,27,27,5,Train/5/00005_00009_00004.png
33,33,6,6,28,28,5,Train/5/00005_00009_00005.png
34,34,6,6,29,29,5,Train/5/00005_00009_00006.png
35,34,6,5,30,29,5,Train/5/00005_00009_00007.png
36,36,6,6,31,31,5,Train/5/00005_00009_00008.png
36,36,5,5,31,31,5,Train/5/00005_00009_00009.png
38,37,6,5,33,32,5,Train/5/00005_00009_00010.png
40,40,6,6,35,35,5,Train/5/00005_00009_00011.png
41,41,6,6,36,36,5,Train/5/00005_00009_00012.png
42,41,6,5,37,36,5,Train/5/00005_00009_00013.png
42,41,6,5,37,36,5,Train/5/00005_00009_00014.png
44,45,5,6,39,40,5,Train/5/00005_00009_00015.png
47,47,6,6,42,42,5,Train/5/00005_00009_00016.png
49,48,6,5,44,43,5,Train/5/00005_00009_00017.png
51,51,5,5,46,46,5,Train/5/00005_00009_00018.png
54,53,6,5,49,48,5,Train/5/00005_00009_00019.png
55,56,5,6,50,51,5,Train/5/00005_00009_00020.png
60,60,5,5,55,55,5,Train/5/00005_00009_00021.png
64,63,6,5,59,58,5,Train/5/00005_00009_00022.png
69,69,7,7,63,63,5,Train/5/00005_00009_00023.png
72,71,7,6,66,65,5,Train/5/00005_00009_00024.png
81,81,8,8,74,74,5,Train/5/00005_00009_00025.png
86,86,8,8,79,79,5,Train/5/00005_00009_00026.png
105,108,10,9,96,99,5,Train/5/00005_00009_00027.png
116,120,10,10,106,110,5,Train/5/00005_00009_00028.png
134,140,12,13,123,128,5,Train/5/00005_00009_00029.png
31,32,5,6,25,27,5,Train/5/00005_00010_00000.png
32,33,6,6,27,28,5,Train/5/00005_00010_00001.png
31,32,5,5,26,27,5,Train/5/00005_00010_00002.png
31,33,5,6,26,28,5,Train/5/00005_00010_00003.png
31,32,5,5,26,27,5,Train/5/00005_00010_00004.png
31,33,5,5,26,27,5,Train/5/00005_00010_00005.png
31,34,5,6,26,28,5,Train/5/00005_00010_00006.png
32,33,5,5,27,28,5,Train/5/00005_00010_00007.png
33,34,6,6,28,29,5,Train/5/00005_00010_00008.png
33,34,5,5,28,29,5,Train/5/00005_00010_00009.png
35,36,6,6,30,31,5,Train/5/00005_00010_00010.png
36,36,6,6,30,31,5,Train/5/00005_00010_00011.png
35,37,5,6,30,32,5,Train/5/00005_00010_00012.png
37,38,6,6,32,33,5,Train/5/00005_00010_00013.png
39,37,6,5,33,32,5,Train/5/00005_00010_00014.png
39,39,6,6,33,33,5,Train/5/00005_00010_00015.png
39,38,6,5,34,33,5,Train/5/00005_00010_00016.png
39,39,5,5,34,34,5,Train/5/00005_00010_00017.png
40,41,5,5,35,35,5,Train/5/00005_00010_00018.png
43,42,6,5,37,36,5,Train/5/00005_00010_00019.png
44,44,6,6,39,39,5,Train/5/00005_00010_00020.png
46,46,6,6,41,41,5,Train/5/00005_00010_00021.png
48,48,6,6,43,43,5,Train/5/00005_00010_00022.png
50,50,6,6,45,45,5,Train/5/00005_00010_00023.png
52,51,6,5,47,46,5,Train/5/00005_00010_00024.png
53,53,5,5,48,48,5,Train/5/00005_00010_00025.png
55,57,5,6,50,51,5,Train/5/00005_00010_00026.png
58,59,6,6,53,54,5,Train/5/00005_00010_00027.png
57,58,6,5,52,52,5,Train/5/00005_00010_00028.png
62,64,6,6,57,59,5,Train/5/00005_00010_00029.png
31,32,5,5,26,27,5,Train/5/00005_00011_00000.png
32,33,5,5,27,28,5,Train/5/00005_00011_00001.png
33,34,5,5,28,29,5,Train/5/00005_00011_00002.png
34,36,5,5,29,30,5,Train/5/00005_00011_00003.png
36,38,5,6,31,33,5,Train/5/00005_00011_00004.png
38,38,6,6,32,33,5,Train/5/00005_00011_00005.png
38,38,6,6,32,33,5,Train/5/00005_00011_00006.png
38,39,6,6,33,34,5,Train/5/00005_00011_00007.png
39,40,6,6,34,35,5,Train/5/00005_00011_00008.png
40,41,6,6,35,36,5,Train/5/00005_00011_00009.png
40,42,5,6,35,37,5,Train/5/00005_00011_00010.png
41,41,6,5,36,36,5,Train/5/00005_00011_00011.png
41,43,5,6,36,38,5,Train/5/00005_00011_00012.png
43,43,6,5,38,38,5,Train/5/00005_00011_00013.png
40,43,5,5,35,37,5,Train/5/00005_00011_00014.png
45,48,6,6,40,42,5,Train/5/00005_00011_00015.png
44,46,5,5,39,41,5,Train/5/00005_00011_00016.png
48,49,6,5,43,44,5,Train/5/00005_00011_00017.png
48,50,5,5,43,45,5,Train/5/00005_00011_00018.png
53,54,6,6,48,49,5,Train/5/00005_00011_00019.png
55,55,6,5,50,50,5,Train/5/00005_00011_00020.png
57,58,6,6,52,53,5,Train/5/00005_00011_00021.png
58,60,5,6,53,55,5,Train/5/00005_00011_00022.png
61,62,6,5,56,57,5,Train/5/00005_00011_00023.png
67,70,6,6,61,64,5,Train/5/00005_00011_00024.png
74,77,7,7,68,71,5,Train/5/00005_00011_00025.png
76,82,6,7,70,75,5,Train/5/00005_00011_00026.png
86,93,7,8,79,85,5,Train/5/00005_00011_00027.png
96,103,8,9,88,94,5,Train/5/00005_00011_00028.png
111,129,9,11,102,118,5,Train/5/00005_00011_00029.png
27,27,5,5,22,22,5,Train/5/00005_00012_00000.png
29,28,6,5,24,23,5,Train/5/00005_00012_00001.png
28,29,5,6,23,24,5,Train/5/00005_00012_00002.png
28,28,5,5,23,23,5,Train/5/00005_00012_00003.png
30,30,6,5,25,24,5,Train/5/00005_00012_00004.png
31,32,5,6,25,26,5,Train/5/00005_00012_00005.png
33,33,6,6,27,27,5,Train/5/00005_00012_00006.png
33,34,5,6,27,28,5,Train/5/00005_00012_00007.png
34,35,6,6,29,29,5,Train/5/00005_00012_00008.png
35,36,6,6,30,30,5,Train/5/00005_00012_00009.png
35,36,5,6,30,31,5,Train/5/00005_00012_00010.png
38,38,6,6,33,33,5,Train/5/00005_00012_00011.png
39,39,6,6,34,34,5,Train/5/00005_00012_00012.png
40,39,6,5,35,34,5,Train/5/00005_00012_00013.png
40,41,5,5,35,35,5,Train/5/00005_00012_00014.png
42,43,5,5,37,37,5,Train/5/00005_00012_00015.png
45,45,6,6,40,40,5,Train/5/00005_00012_00016.png
45,45,5,5,40,40,5,Train/5/00005_00012_00017.png
48,48,6,6,43,43,5,Train/5/00005_00012_00018.png
50,50,5,5,45,45,5,Train/5/00005_00012_00019.png
54,54,5,5,49,49,5,Train/5/00005_00012_00020.png
55,56,5,5,50,50,5,Train/5/00005_00012_00021.png
59,59,5,5,54,54,5,Train/5/00005_00012_00022.png
64,65,5,6,59,60,5,Train/5/00005_00012_00023.png
71,72,6,7,65,66,5,Train/5/00005_00012_00024.png
76,77,6,7,70,71,5,Train/5/00005_00012_00025.png
86,86,8,8,79,79,5,Train/5/00005_00012_00026.png
98,98,9,9,90,90,5,Train/5/00005_00012_00027.png
111,111,9,9,102,102,5,Train/5/00005_00012_00028.png
123,123,10,10,113,113,5,Train/5/00005_00012_00029.png
28,28,5,5,23,23,5,Train/5/00005_00013_00000.png
30,30,6,6,25,25,5,Train/5/00005_00013_00001.png
31,31,6,6,26,26,5,Train/5/00005_00013_00002.png
31,31,6,6,26,26,5,Train/5/00005_00013_00003.png
30,31,5,5,25,25,5,Train/5/00005_00013_00004.png
31,31,5,5,26,26,5,Train/5/00005_00013_00005.png
32,32,6,6,27,27,5,Train/5/00005_00013_00006.png
31,32,5,5,26,26,5,Train/5/00005_00013_00007.png
32,32,5,5,27,27,5,Train/5/00005_00013_00008.png
35,33,6,5,29,28,5,Train/5/00005_00013_00009.png
34,34,5,5,29,29,5,Train/5/00005_00013_00010.png
35,34,6,5,30,29,5,Train/5/00005_00013_00011.png
36,36,6,6,31,31,5,Train/5/00005_00013_00012.png
36,36,5,5,31,31,5,Train/5/00005_00013_00013.png
38,38,5,5,33,33,5,Train/5/00005_00013_00014.png
39,39,5,5,33,33,5,Train/5/00005_00013_00015.png
41,39,6,5,35,34,5,Train/5/00005_00013_00016.png
42,41,6,5,37,36,5,Train/5/00005_00013_00017.png
44,43,6,5,39,38,5,Train/5/00005_00013_00018.png
45,46,5,6,40,41,5,Train/5/00005_00013_00019.png
47,47,6,6,42,42,5,Train/5/00005_00013_00020.png
46,46,5,5,41,41,5,Train/5/00005_00013_00021.png
50,49,6,5,45,44,5,Train/5/00005_00013_00022.png
52,52,5,5,47,47,5,Train/5/00005_00013_00023.png
54,54,6,6,49,49,5,Train/5/00005_00013_00024.png
57,56,6,5,52,51,5,Train/5/00005_00013_00025.png
59,59,5,5,54,54,5,Train/5/00005_00013_00026.png
65,64,6,5,60,59,5,Train/5/00005_00013_00027.png
69,68,7,6,63,62,5,Train/5/00005_00013_00028.png
75,74,6,6,69,68,5,Train/5/00005_00013_00029.png
29,29,5,5,24,24,5,Train/5/00005_00014_00000.png
30,29,6,5,25,24,5,Train/5/00005_00014_00001.png
30,29,6,5,25,24,5,Train/5/00005_00014_00002.png
30,31,5,6,24,25,5,Train/5/00005_00014_00003.png
32,31,6,5,26,25,5,Train/5/00005_00014_00004.png
31,31,5,5,26,26,5,Train/5/00005_00014_00005.png
33,33,6,6,28,28,5,Train/5/00005_00014_00006.png
34,33,6,5,29,28,5,Train/5/00005_00014_00007.png
34,35,5,6,29,30,5,Train/5/00005_00014_00008.png
35,35,6,6,30,30,5,Train/5/00005_00014_00009.png
35,36,5,6,30,31,5,Train/5/00005_00014_00010.png
36,36,5,5,31,31,5,Train/5/00005_00014_00011.png
38,38,6,6,33,33,5,Train/5/00005_00014_00012.png
37,37,5,5,32,32,5,Train/5/00005_00014_00013.png
38,38,5,5,33,33,5,Train/5/00005_00014_00014.png
40,39,6,5,35,34,5,Train/5/00005_00014_00015.png
43,40,6,5,38,35,5,Train/5/00005_00014_00016.png
43,42,6,5,38,37,5,Train/5/00005_00014_00017.png
45,45,6,6,40,40,5,Train/5/00005_00014_00018.png
45,46,5,6,40,41,5,Train/5/00005_00014_00019.png
47,46,6,5,42,41,5,Train/5/00005_00014_00020.png
50,49,6,5,45,44,5,Train/5/00005_00014_00021.png
51,51,5,5,46,46,5,Train/5/00005_00014_00022.png
53,52,6,5,48,47,5,Train/5/00005_00014_00023.png
57,56,6,5,52,51,5,Train/5/00005_00014_00024.png
59,60,5,6,54,55,5,Train/5/00005_00014_00025.png
61,61,5,5,56,56,5,Train/5/00005_00014_00026.png
67,67,6,6,61,61,5,Train/5/00005_00014_00027.png
72,72,6,6,66,66,5,Train/5/00005_00014_00028.png
75,76,6,7,69,70,5,Train/5/00005_00014_00029.png
29,29,6,5,24,24,5,Train/5/00005_00015_00000.png
30,30,5,5,25,25,5,Train/5/00005_00015_00001.png
31,32,5,6,26,27,5,Train/5/00005_00015_00002.png
32,32,5,5,27,27,5,Train/5/00005_00015_00003.png
33,32,5,5,27,27,5,Train/5/00005_00015_00004.png
34,34,6,6,29,29,5,Train/5/00005_00015_00005.png
33,34,5,5,28,28,5,Train/5/00005_00015_00006.png
34,34,5,5,29,29,5,Train/5/00005_00015_00007.png
35,35,5,5,30,30,5,Train/5/00005_00015_00008.png
36,36,5,5,31,31,5,Train/5/00005_00015_00009.png
39,38,6,5,34,33,5,Train/5/00005_00015_00010.png
39,40,5,6,34,35,5,Train/5/00005_00015_00011.png
41,40,6,5,36,35,5,Train/5/00005_00015_00012.png
41,42,5,5,36,36,5,Train/5/00005_00015_00013.png
44,43,6,5,39,38,5,Train/5/00005_00015_00014.png
45,44,6,5,40,39,5,Train/5/00005_00015_00015.png
48,48,6,6,43,43,5,Train/5/00005_00015_00016.png
50,51,5,6,45,46,5,Train/5/00005_00015_00017.png
53,53,6,6,48,48,5,Train/5/00005_00015_00018.png
56,56,6,6,51,51,5,Train/5/00005_00015_00019.png
58,59,5,5,53,54,5,Train/5/00005_00015_00020.png
61,61,6,5,56,56,5,Train/5/00005_00015_00021.png
65,69,6,7,60,63,5,Train/5/00005_00015_00022.png
72,75,6,7,66,69,5,Train/5/00005_00015_00023.png
81,83,7,7,74,76,5,Train/5/00005_00015_00024.png
93,93,9,8,85,85,5,Train/5/00005_00015_00025.png
105,108,10,10,96,99,5,Train/5/00005_00015_00026.png
120,124,11,11,110,114,5,Train/5/00005_00015_00027.png
130,136,11,12,119,125,5,Train/5/00005_00015_00028.png
161,168,14,15,148,154,5,Train/5/00005_00015_00029.png
29,30,5,6,24,25,5,Train/5/00005_00016_00000.png
30,31,5,6,25,26,5,Train/5/00005_00016_00001.png
32,32,6,6,27,27,5,Train/5/00005_00016_00002.png
33,32,6,5,28,27,5,Train/5/00005_00016_00003.png
33,32,6,5,28,27,5,Train/5/00005_00016_00004.png
34,34,6,6,29,29,5,Train/5/00005_00016_00005.png
36,36,6,6,31,31,5,Train/5/00005_00016_00006.png
35,36,5,6,30,31,5,Train/5/00005_00016_00007.png
37,36,6,5,32,31,5,Train/5/00005_00016_00008.png
37,38,5,6,32,33,5,Train/5/00005_00016_00009.png
39,39,6,6,34,34,5,Train/5/00005_00016_00010.png
38,38,5,5,33,33,5,Train/5/00005_00016_00011.png
40,40,6,6,35,35,5,Train/5/00005_00016_00012.png
41,40,6,5,36,35,5,Train/5/00005_00016_00013.png
42,41,6,5,37,36,5,Train/5/00005_00016_00014.png
43,43,5,5,38,38,5,Train/5/00005_00016_00015.png
43,43,6,6,38,38,5,Train/5/00005_00016_00016.png
43,43,6,6,38,38,5,Train/5/00005_00016_00017.png
46,47,5,6,41,42,5,Train/5/00005_00016_00018.png
48,47,6,5,43,42,5,Train/5/00005_00016_00019.png
50,50,5,5,45,45,5,Train/5/00005_00016_00020.png
53,54,5,6,48,49,5,Train/5/00005_00016_00021.png
56,57,5,6,51,52,5,Train/5/00005_00016_00022.png
61,60,6,5,56,55,5,Train/5/00005_00016_00023.png
65,64,6,5,60,59,5,Train/5/00005_00016_00024.png
73,74,6,7,67,68,5,Train/5/00005_00016_00025.png
82,81,8,7,75,74,5,Train/5/00005_00016_00026.png
86,87,7,8,79,80,5,Train/5/00005_00016_00027.png
100,100,8,8,92,92,5,Train/5/00005_00016_00028.png
120,119,11,10,110,109,5,Train/5/00005_00016_00029.png
31,31,5,5,26,26,5,Train/5/00005_00017_00000.png
32,32,6,6,27,27,5,Train/5/00005_00017_00001.png
32,32,5,5,27,27,5,Train/5/00005_00017_00002.png
34,34,6,6,29,29,5,Train/5/00005_00017_00003.png
33,33,5,5,28,28,5,Train/5/00005_00017_00004.png
35,36,5,6,30,31,5,Train/5/00005_00017_00005.png
35,36,5,6,30,31,5,Train/5/00005_00017_00006.png
37,38,5,6,32,33,5,Train/5/00005_00017_00007.png
37,37,5,5,32,32,5,Train/5/00005_00017_00008.png
39,39,6,6,34,34,5,Train/5/00005_00017_00009.png
39,39,5,5,34,34,5,Train/5/00005_00017_00010.png
41,40,6,5,36,35,5,Train/5/00005_00017_00011.png
42,41,6,5,37,36,5,Train/5/00005_00017_00012.png
45,45,5,5,40,40,5,Train/5/00005_00017_00013.png
45,44,6,5,40,39,5,Train/5/00005_00017_00014.png
47,47,5,5,42,42,5,Train/5/00005_00017_00015.png
48,47,6,5,43,42,5,Train/5/00005_00017_00016.png
51,51,6,6,46,46,5,Train/5/00005_00017_00017.png
52,52,5,5,47,47,5,Train/5/00005_00017_00018.png
54,55,5,6,49,50,5,Train/5/00005_00017_00019.png
57,57,6,6,52,52,5,Train/5/00005_00017_00020.png
59,59,6,6,54,54,5,Train/5/00005_00017_00021.png
63,58,6,5,58,53,5,Train/5/00005_00017_00022.png
63,63,5,5,58,58,5,Train/5/00005_00017_00023.png
70,70,6,6,64,64,5,Train/5/00005_00017_00024.png
79,80,7,8,72,73,5,Train/5/00005_00017_00025.png
83,83,8,8,76,76,5,Train/5/00005_00017_00026.png
94,94,8,8,86,86,5,Train/5/00005_00017_00027.png
107,106,10,9,98,97,5,Train/5/00005_00017_00028.png
116,115,11,10,106,105,5,Train/5/00005_00017_00029.png
26,26,5,5,21,21,5,Train/5/00005_00018_00000.png
28,27,6,6,22,22,5,Train/5/00005_00018_00001.png
28,27,5,5,22,22,5,Train/5/00005_00018_00002.png
28,29,5,6,23,24,5,Train/5/00005_00018_00003.png
29,29,5,6,23,24,5,Train/5/00005_00018_00004.png
29,30,5,6,24,25,5,Train/5/00005_00018_00005.png
30,29,6,5,25,24,5,Train/5/00005_00018_00006.png
30,30,6,6,25,25,5,Train/5/00005_00018_00007.png
31,31,6,6,26,26,5,Train/5/00005_00018_00008.png
31,32,5,6,26,27,5,Train/5/00005_00018_00009.png
32,32,6,6,27,27,5,Train/5/00005_00018_00010.png
30,31,5,5,25,25,5,Train/5/00005_00018_00011.png
32,32,6,6,27,27,5,Train/5/00005_00018_00012.png
32,33,5,6,26,27,5,Train/5/00005_00018_00013.png
32,32,5,5,27,27,5,Train/5/00005_00018_00014.png
33,33,5,6,27,28,5,Train/5/00005_00018_00015.png
35,35,6,6,30,30,5,Train/5/00005_00018_00016.png
35,36,5,6,30,31,5,Train/5/00005_00018_00017.png
35,36,5,6,30,31,5,Train/5/00005_00018_00018.png
37,37,6,6,32,32,5,Train/5/00005_00018_00019.png
36,37,5,6,31,32,5,Train/5/00005_00018_00020.png
38,38,6,6,33,33,5,Train/5/00005_00018_00021.png
38,37,6,5,33,32,5,Train/5/00005_00018_00022.png
39,39,6,6,34,34,5,Train/5/00005_00018_00023.png
39,40,5,6,34,35,5,Train/5/00005_00018_00024.png
40,40,5,5,35,35,5,Train/5/00005_00018_00025.png
